country,region,body,trust_or_site_name,address,postcode
united kingdom,South East,Sussex Health and Care Partnership STP,Sussex Partnership Foundation NHS Trust,"Woodside, The Drive, Hellingly, Hailsham, East Sussex",BN27 4ER
united kingdom,South East,Sussex Health and Care Partnership STP,Sussex Partnership Foundation NHS Trust,"Mill View Hospital, Nevill Avenue, Hove",BN3 7HZ
united kingdom,South East,Sussex Health and Care Partnership STP,Sussex Partnership Foundation NHS Trust,"Uckfield Community Hospital, Uckfield, East Sussex",TN22 5AW
united kingdom,South East,Sussex Health and Care Partnership STP,East Sussex Healthcare NHS Trust ,"Eastbourne District General Hospital, Kings Drive, Eastbourne",BN21 2UD
united kingdom,South East,Sussex Health and Care Partnership STP,Brighton and Sussex University Hosptials NHS Trust ,"Princess Royal Hospital, Lewes Road Haywards Heath",RH16 4EX
united kingdom,South East,"Buckinghamshire, Oxfordshire and Berkshire West STP",Amersham Hospital,"Whielden Street, Amersham, Buckinghamshire",HP7 0JD
united kingdom,South East,"Buckinghamshire, Oxfordshire and Berkshire West STP","NIHR Oxford Health Biomedical Research Centre, Warneford Hospital","Warneford Lane, Oxford",OX3 7JX
united kingdom,South East,Kent and Medway STP,East Kent Hospitals University NHS Foundation Trust,"Kent & Canterbury Hospital, Ethelbert Road",CT1 3NG
united kingdom,South East,Surrey Heartlands Health and Care Partnership STP,Ashford & St Peters Hospital NHS Foundation Trust,"Guildford Road, Chertsey, Surrey",KT16 0PZ
united kingdom,South East,Kent and Medway STP,"Kent Community Health Foundation Trust, Sheppey Community Hospital","Plover Road, Minster on Sea, Shearness",ME12 3LT
united kingdom,South East,Sussex Health and Care Partnership STP,Queen Victoria Hospital Foundation Trust (East Grinstead),"Holtye Road, East Grinstead",RH19 3DZ
united kingdom,South East,Surrey Heartlands Health and Care Partnership STP,"Surrey & Borders NHS Foundation Trust, Abraham Cowley Unit","1 Holloway Hill, Lyne, Chertsey",KT16 0AE
united kingdom,South East ,Kent and Medway STP,Kent Community Health Foundation Trust,"Darenth House, Sevenoaks Hospital, Hospital Road",TN13 3PG
united kingdom,South East ,"Buckinghamshire, Oxfordshire and Berkshire West STP",Oxford University Hospitals NHS Foundation Trust (Horton),"Horton General Hospital, Oxford Road, Banbury, Oxfordshire",OX16 9A
united kingdom,South East ,"Buckinghamshire, Oxfordshire and Berkshire West STP",Oxford University Hospitals NHS Foundation Trust (John Radcliffe),"John Radcliffe Hospital. Headley Way, Headington, Oxford ",OX3 9DU
united kingdom,South East ,Hampshire and the Isle of Wight STP,South Central Ambulance Service (SCAS),"SCAS Central Logistics Unit (CLU), Unit 8a Nursling Industrial Estate, Oriana Way, Southampton, Hants", SO16 0YU
united kingdom,South East ,Hampshire and the Isle of Wight STP,Hampshire Hospitals NHS Foundation Trust (Royal Hampshire County Hospital),"Romsey Rd, Winchester",SO22 5DG
united kingdom,South East ,Sussex and East Surry STP,South East Coast Ambulance Service NHS Foundation Trust,"Nexus House, 4 Gatwick Road, Crawley",RH10 9BG
united kingdom,South West,"Bath and North East Somerset, Swindon and Wiltshire STP",Great Western Hospitals NHS Foundation Trust,"Marlborough Road, Swindon",SN3 6BB
united kingdom,South West,"Bristol, North Somerset and South Gloucestershire STP",North Bristol NHS Trust,"Southmead Hospital, Westbury On Trym",BS10 5NB
united kingdom,South West,Cornwall and the Isles of Scilly Health and Social Care Partnership STP,Royal Cornwall Hospitals NHS Trust,"Treliske, Truro",TR1 3LJ
united kingdom,South West,Dorset STP,Dorset County Hospital NHS Foundation Trust,"RBD01 Williams Avenue, Dorchester Dorset",DT1 2JY
united kingdom,South West,Devon STP,University Hospitals Plymouth NHS Trust,"Derriford Hospital, Derriford Road, Plymouth",PL6 8DH
united kingdom,South West,Gloucestershire STP,Gloucestershire Hospitals NHS Foundation Trust,"Great Western Road, Gloucester",GL1 3NN
united kingdom,South West,Somerset STP,Yeovil District Hospital NHS Foundation Trust,"Yeovil District Hospital, The Pharmacy, Higher Kingston, Yeovil",BA21 4AT
united kingdom,South West,Devon STP,Royal Devon & Exeter,"Royal Devon and Exeter Hospital, Barrack Road",EX2 5DW
united kingdom,South West,"Bath and North East Somerset, Swindon and Wiltshire STP",Salisbury NHS Foundation Trust,"Salisbury District Hospital, Odstock Rd Salisbury",SP2 8BJ
